,week_10:hPeric,week_10:hRgl2a,week_11:hRgl2a,week_10:Unk,week_11:hPeric,week_9:Unk,week_6:hProgFPM,week_8:Unk,week_11:hRgl2b,week_9:hGaba,week_6:hProgBP,week_8:hNbM,week_8:hNProg,week_11:hEndo,week_11:Unk,week_6:hProgM,week_6:hProgFPL,week_6:Unk,week_8:hProgBP,week_8:hNbML1,week_9:hNbML5,week_8:hOMTN,week_6:hNProg,week_6:hOMTN,week_11:hRgl3,week_10:hEndo,week_8:hProgFPM,week_8:hRN,week_9:hOMTN,week_10:hDA2,week_10:hRgl3,week_11:hOPC,week_11:hRgl2c,week_10:hNbM,week_10:hDA1,week_9:hProgBP,week_8:hProgM,week_10:hRgl2b,week_7:hRgl2a,week_7:hOMTN,week_7:Unk,week_10:hRgl1,week_7:hProgBP,week_10:hDA0,week_9:hNbGaba,week_9:hDA0,week_9:hDA1,week_9:hNProg,week_8:hProgFPL,week_9:hRgl2a,week_9:hDA2,week_6:hNbML1,week_9:hNbM,week_9:hNbML1,week_6:hNbM,week_10:hGaba
ZNF141,4,4,1,2,2,0,1,3,1,0,2,1,1,1,0,0,3,0,1,1,2,4,0,2,0,0,0,3,0,0,0,1,0,0,1,1,2,0,0,2,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
ABCA11P_p1,19,14,10,4,11,0,8,6,6,3,7,6,8,4,4,5,7,2,4,6,2,3,0,2,5,5,2,3,2,2,4,2,2,3,2,2,5,2,1,1,1,2,2,1,0,0,0,0,1,1,2,2,0,2,0,0
ZNF721,18,22,12,7,10,3,10,3,7,6,4,5,5,3,4,5,5,0,4,4,3,6,2,2,4,4,3,3,3,4,4,4,5,4,5,6,2,2,5,3,1,4,4,4,5,3,1,2,3,3,1,0,2,2,2,2
PIGG,16,8,12,4,12,0,3,3,4,3,4,2,0,6,3,5,7,1,4,4,2,1,1,5,5,5,1,2,3,4,3,3,3,1,0,2,1,1,1,1,0,2,2,0,2,0,1,2,1,2,1,3,2,0,3,1
PDE6B,0,7,1,0,0,1,3,1,2,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ATP5I,104,86,64,47,67,25,53,42,25,13,43,34,32,33,25,37,34,29,27,25,18,27,21,25,22,22,22,16,15,19,19,17,18,16,16,13,16,10,10,13,12,15,12,10,6,7,8,6,12,8,5,12,6,7,9,5
MYL5,2,4,4,1,0,1,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,3,1,0,0,2,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MFSD7,0,0,0,0,2,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
PCGF3,27,18,10,13,10,12,5,5,6,17,9,9,10,11,7,4,5,4,3,7,16,7,2,11,4,4,7,5,5,6,7,1,2,8,6,2,2,2,2,2,1,0,2,4,9,4,4,4,3,4,0,0,4,5,2,3
LOC100129917,4,2,3,1,2,0,2,3,2,0,3,0,1,0,2,1,3,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,2,1,0,0,0,0,1,0,1,1,0,2,0,0,1,0,0,0,1
CPLX1,1,5,1,4,0,0,1,0,1,1,0,0,0,1,3,0,0,0,0,0,1,3,0,3,1,0,0,0,4,2,0,1,0,2,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0
GAK,9,8,10,8,13,6,1,1,5,3,4,1,2,6,3,3,4,1,1,3,3,3,0,3,5,3,3,1,2,4,0,2,0,2,1,3,0,0,1,1,0,1,0,0,1,2,1,0,1,1,1,0,2,2,0,1
TMEM175,6,9,10,11,8,1,2,2,2,1,2,1,0,5,3,5,0,0,0,2,0,1,1,2,0,3,0,3,3,3,0,2,4,5,3,1,1,2,1,2,0,3,0,3,2,1,1,0,0,0,0,0,1,1,1,0
DGKQ,4,4,1,6,0,1,1,1,2,3,2,3,0,2,3,0,0,0,0,0,1,1,0,0,0,0,3,1,3,0,3,1,1,2,3,0,0,0,2,0,0,2,0,0,3,0,0,1,1,1,0,0,0,0,0,2
SLC26A1,0,0,1,1,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
IDUA,0,3,5,0,4,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FGFRL1,1,20,17,1,3,1,8,2,5,2,4,2,0,4,1,7,8,1,5,3,2,1,3,2,4,0,1,0,1,0,2,3,2,0,0,5,1,2,4,0,0,1,0,3,0,0,0,1,4,4,0,1,0,0,0,1
RNF212,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0
SPON2,67,4,1,2,46,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,1,0,0,0,0,0
CTBP1-AS,7,8,0,1,2,0,2,3,0,1,1,0,0,0,0,0,1,0,3,2,1,0,1,2,1,2,2,0,0,1,0,0,1,2,0,0,0,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
CTBP1,25,32,29,20,20,13,16,14,17,14,11,15,7,15,9,14,10,1,11,12,11,12,5,11,9,9,5,9,7,6,4,6,9,7,6,6,5,5,3,4,1,4,4,3,3,7,7,2,5,2,3,5,5,5,2,3
CTBP1-AS2,3,6,3,3,2,1,2,2,4,3,1,2,0,1,0,0,0,0,0,1,1,2,1,2,1,0,0,0,0,0,1,2,1,2,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,1,0,0,0
MAEA,17,21,21,15,21,10,9,9,4,11,6,5,11,11,5,5,9,4,4,11,3,7,3,4,5,3,2,3,3,5,4,5,1,2,7,5,3,0,0,3,0,2,2,2,1,2,4,3,6,1,1,1,1,3,2,2
UVSSA,9,8,5,3,2,9,4,2,7,10,1,3,0,1,2,2,1,1,2,1,5,4,0,2,3,2,0,1,1,1,1,2,2,0,3,2,0,1,2,1,1,2,0,0,1,4,3,3,2,1,1,0,1,1,1,1
CRIPAK,6,7,4,3,4,2,1,0,3,7,1,5,1,1,1,1,0,0,3,2,5,0,0,1,3,2,1,2,3,2,3,1,2,3,3,0,3,1,0,1,0,2,2,1,2,2,3,3,0,1,3,1,1,4,0,0
FAM53A,0,0,0,0,2,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SLBP,11,14,13,6,10,3,5,5,7,7,3,4,3,7,2,5,8,2,6,3,1,5,0,5,6,2,4,0,3,1,1,0,5,3,4,1,2,2,3,1,1,2,1,2,2,1,3,2,4,0,3,1,1,1,0,0
TMEM129,13,12,18,3,9,4,2,2,10,3,3,3,1,4,3,5,3,2,1,3,1,1,2,2,8,4,1,2,3,2,3,4,3,1,0,4,0,3,2,1,0,1,1,0,4,2,3,4,1,1,1,0,2,1,1,0
TACC3,4,7,9,1,5,3,17,8,12,0,8,1,5,1,3,14,17,9,6,3,0,4,4,5,1,1,6,2,1,0,0,5,7,0,0,8,5,1,3,2,0,0,2,0,0,0,0,3,5,1,0,0,1,1,0,0
FGFR3,13,66,61,5,14,10,9,17,32,5,20,6,18,6,9,5,14,8,16,7,4,7,3,5,16,4,16,3,4,0,10,8,14,6,1,7,12,10,14,1,1,11,8,3,1,1,2,4,8,7,2,2,2,1,2,1
LETM1,10,14,15,4,10,6,4,3,8,7,3,2,1,5,4,5,4,3,2,4,1,2,0,2,6,1,3,1,6,1,1,4,1,3,4,3,1,2,0,2,0,2,2,0,6,1,1,0,1,2,2,2,2,1,0,1
WHSC1,28,47,34,23,18,25,34,17,23,25,33,20,16,11,13,24,27,14,15,14,13,18,12,14,9,8,12,7,12,11,10,15,12,7,8,11,9,7,8,6,5,4,6,11,8,9,7,8,10,5,7,4,8,4,2,5
SCARNA22,12,32,12,27,3,16,25,10,3,4,7,14,18,2,2,9,14,4,11,9,13,10,7,8,4,7,6,6,10,12,7,5,5,10,12,11,6,3,11,4,4,6,3,10,2,3,3,1,6,1,1,3,1,6,2,7
NELFA,5,20,18,7,13,12,7,4,7,6,5,3,7,8,2,8,7,3,2,4,4,2,5,5,7,1,6,1,5,2,4,5,5,2,3,3,1,3,2,2,0,2,0,2,1,2,2,2,2,5,2,0,2,4,3,1
C4orf48,11,33,25,23,7,7,5,7,11,9,13,12,8,4,13,10,14,6,4,13,8,17,4,12,11,2,2,4,9,7,8,3,7,4,12,3,5,0,3,6,1,4,2,7,1,1,4,2,2,0,4,6,1,2,0,7
NAT8L,2,16,24,6,3,0,3,2,12,3,1,1,2,3,5,1,4,1,1,0,1,3,1,2,8,2,1,0,0,1,1,2,2,1,1,0,1,4,0,1,0,3,1,0,0,1,1,0,1,1,1,0,0,4,0,0
POLN,0,1,3,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HAUS3,15,9,8,7,12,2,8,6,8,7,4,2,0,3,1,4,6,2,4,0,1,3,1,1,1,2,3,2,3,2,2,2,2,1,2,2,1,1,2,0,0,2,0,2,0,1,3,2,1,3,0,1,1,2,2,0
MXD4,21,26,21,12,18,6,6,2,9,3,3,4,4,9,4,12,5,4,3,3,1,2,1,9,6,4,1,3,7,1,3,7,1,3,1,3,2,3,0,4,1,3,0,0,0,0,2,1,3,2,0,0,2,2,3,2
MIR4800,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ZFYVE28,4,2,2,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
RNF4,35,22,18,12,19,4,10,8,12,10,7,5,7,14,7,6,9,5,5,5,3,8,1,3,4,6,5,2,3,4,5,9,7,6,7,6,6,3,5,4,0,1,3,1,5,1,1,1,3,7,1,1,2,2,0,4
FAM193A,15,25,11,13,7,4,8,4,11,8,5,4,3,5,5,5,10,1,2,6,7,8,4,9,6,2,7,1,6,3,3,4,6,1,7,3,2,5,3,1,2,5,2,2,3,0,3,1,0,4,2,0,2,3,0,2
TNIP2,5,4,9,0,10,0,1,0,2,0,2,0,0,3,4,0,2,2,1,0,0,1,1,0,1,1,1,1,0,0,0,1,3,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
SH3BP2,23,14,5,7,7,3,2,4,2,5,4,5,4,9,5,3,3,1,3,6,9,5,1,3,2,3,0,6,4,4,1,1,1,2,5,2,2,3,0,2,1,2,0,2,3,2,2,2,4,1,2,2,3,0,1,1
ADD1,62,54,44,14,52,18,21,15,17,16,18,13,7,19,15,15,19,5,14,10,10,15,10,15,17,16,10,8,17,9,9,13,11,12,8,8,11,7,5,5,1,9,3,5,5,5,9,6,7,6,3,3,4,6,2,3
MFSD10,28,18,17,8,15,10,5,3,5,13,6,5,3,14,7,11,7,3,2,5,8,10,3,11,7,4,2,3,9,4,4,4,3,8,7,2,2,3,1,2,0,4,2,4,4,4,1,3,2,3,2,4,4,5,1,2
NOP14-AS1,7,6,4,1,1,1,2,0,1,5,2,0,1,0,2,1,1,1,1,1,2,2,0,4,0,0,2,0,1,1,2,0,1,1,0,1,0,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0
NOP14,11,2,7,5,6,2,3,1,4,1,4,0,3,5,1,3,4,1,1,2,3,0,1,3,3,3,1,1,0,2,1,1,0,1,0,0,1,1,1,0,2,2,0,3,3,2,0,0,1,1,1,1,1,0,0,1
GRK4,2,5,4,6,1,0,1,2,2,3,3,2,1,1,4,1,2,0,1,1,1,3,1,2,0,0,1,1,1,1,0,2,0,1,0,2,0,0,0,1,0,2,0,1,1,0,0,2,0,0,0,0,1,0,0,0
HTT,18,24,27,16,21,6,3,7,9,5,6,13,3,10,3,7,5,4,3,6,4,6,2,8,7,6,3,2,3,6,6,6,8,6,6,2,2,2,1,1,1,2,2,3,2,2,3,3,0,2,1,2,1,0,0,5
MSANTD1,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
RGS12,16,30,30,13,13,12,14,7,11,9,6,12,7,9,11,3,6,3,5,8,5,9,3,4,8,7,3,1,8,6,7,11,5,5,6,3,4,4,5,3,0,5,2,6,3,3,5,3,3,2,2,2,5,0,1,3
HGFAC,2,2,0,1,2,1,1,1,0,2,1,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,1,1,1,2,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
DOK7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
LRPAP1,23,37,34,11,25,4,10,10,15,8,8,3,0,12,5,10,8,5,4,5,5,3,3,9,9,3,6,5,5,7,9,4,7,3,6,2,4,2,5,2,1,9,2,2,4,3,2,1,3,2,2,1,2,3,1,1
ADRA2C,0,2,2,1,3,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
FAM86EP_p1,2,2,1,0,2,0,0,2,2,1,0,0,0,1,0,1,1,0,0,0,1,0,0,2,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
OTOP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMEM128,23,29,14,11,16,9,8,10,8,11,8,5,6,7,5,11,5,8,0,4,3,9,8,6,7,5,6,5,5,8,2,2,5,5,8,3,2,3,4,3,0,2,2,1,5,0,2,3,4,4,0,1,2,1,1,2
LYAR,12,15,12,12,11,5,9,6,6,0,9,2,4,7,2,7,8,3,9,7,3,3,2,4,5,4,4,0,5,2,1,1,4,4,2,6,2,3,1,1,0,4,1,1,1,3,1,0,2,2,0,0,0,0,1,1
ZBTB49,2,3,6,7,3,3,2,1,2,1,0,1,0,0,2,0,2,0,1,0,2,1,0,0,1,0,0,0,3,1,1,0,1,0,0,3,1,1,0,0,0,2,0,1,0,0,2,0,0,0,0,0,1,0,1,0
NSG1,24,38,9,50,6,27,9,12,6,34,11,21,16,0,17,6,4,4,6,22,18,27,3,23,4,5,9,17,18,20,8,5,2,16,17,4,6,4,4,16,5,4,2,14,11,11,12,7,4,6,11,8,8,8,3,10
STX18,9,12,11,1,17,5,8,4,5,1,5,6,2,4,3,7,5,2,1,2,3,3,1,2,4,2,1,1,4,3,0,4,1,1,2,1,3,2,0,0,0,2,1,3,2,1,3,0,4,0,1,0,1,1,0,0
STX18-AS1,2,3,1,0,0,1,2,0,1,3,0,2,1,2,1,1,0,0,1,0,0,1,1,1,2,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LOC101928279,1,0,1,1,2,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
MSX1,62,16,19,5,39,7,28,25,6,5,9,6,10,25,4,13,21,8,7,5,3,8,6,6,2,17,16,1,2,1,7,2,3,3,1,2,8,4,2,3,2,17,2,2,3,1,3,5,6,1,1,1,1,0,4,0
CYTL1,0,1,1,0,0,0,3,1,0,0,0,0,2,1,0,2,2,2,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
STK32B,1,2,1,7,1,3,0,1,0,5,0,0,0,0,2,0,0,0,0,1,4,0,0,2,0,0,0,0,2,1,0,3,0,1,6,0,1,2,0,1,0,0,0,1,4,0,1,1,0,0,1,0,1,0,0,0
EVC2,3,1,0,0,0,0,1,2,0,0,0,0,1,0,0,0,2,0,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
EVC,3,0,2,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRMP1,47,62,35,59,24,51,22,26,24,40,28,33,26,9,21,16,20,11,15,27,26,27,16,24,11,5,14,17,19,19,7,13,8,18,16,12,9,10,12,15,10,9,7,14,14,13,12,12,9,10,11,12,9,9,8,9
JAKMIP1,4,1,1,5,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,1,0,1,0,0,0,2,3,3,0,1,0,0,5,0,0,1,0,0,0,0,0,0,2,1,1,2,0,0,1,0,0,0,0,2
WFS1,8,10,20,1,6,2,5,2,9,0,3,0,1,18,3,8,4,1,6,1,2,2,1,2,8,10,2,0,1,2,4,1,2,1,1,0,1,5,2,1,0,5,1,2,1,1,2,0,3,1,0,2,1,1,0,1
PPP2R2C,0,4,1,6,1,2,0,0,0,10,0,0,0,0,6,0,0,0,0,0,2,2,0,0,1,0,0,0,10,1,0,0,1,1,2,0,0,1,0,3,2,0,0,1,5,1,2,1,0,0,1,0,0,2,0,1
MAN2B2,5,9,15,5,5,2,4,1,5,3,3,5,1,3,3,2,2,3,1,2,3,1,0,4,8,2,2,0,1,4,6,2,0,2,1,0,1,2,1,0,1,1,0,1,1,1,1,0,2,0,1,1,0,0,0,2
MRFAP1,73,67,60,40,39,27,35,21,26,25,28,23,17,26,21,27,26,12,18,17,13,23,16,20,18,19,13,10,15,15,19,13,12,13,14,12,10,9,11,11,8,7,4,7,8,5,8,5,9,10,4,5,6,7,6,5
LOC93622_p1,6,8,7,5,3,4,5,1,1,1,3,0,2,2,3,2,4,2,4,1,4,3,1,2,5,1,3,1,2,2,1,3,1,1,2,2,1,0,0,1,0,2,1,2,1,1,1,0,2,0,1,1,2,1,1,2
S100P,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRFAP1L1,47,50,45,34,27,18,35,18,13,22,20,28,14,20,18,12,17,9,19,16,12,20,8,23,18,11,9,11,10,14,11,10,9,14,12,6,9,5,10,11,7,7,5,10,8,6,7,4,6,2,7,7,4,6,5,5
BLOC1S4,9,16,13,10,13,7,5,2,5,4,3,6,1,1,2,5,6,2,5,5,2,4,0,5,2,1,1,2,3,4,2,3,3,5,6,0,1,2,2,4,1,3,1,1,2,3,3,1,2,1,0,0,1,1,1,2
KIAA0232,30,31,22,16,14,29,9,14,14,14,8,9,3,7,14,6,7,4,2,9,10,12,1,9,8,6,3,5,9,4,5,6,5,7,7,6,5,5,5,7,5,5,1,3,7,8,9,1,1,5,3,5,7,3,1,5
TBC1D14,13,24,21,8,12,7,5,7,12,12,3,7,7,6,5,3,9,4,6,7,11,9,2,9,5,2,2,7,8,6,6,4,5,10,6,5,3,6,2,4,2,2,2,5,5,3,2,1,3,4,1,0,2,4,1,4
LOC100129931,4,5,1,1,2,0,1,0,3,2,1,1,1,0,0,1,0,1,1,0,0,2,2,1,1,1,0,0,0,2,1,0,1,1,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
CCDC96,3,6,5,1,1,0,1,0,3,2,0,2,1,2,5,3,0,0,1,1,0,0,0,1,6,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
TADA2B,10,4,5,3,6,6,2,3,4,3,1,1,0,2,1,1,3,1,6,4,2,3,0,1,2,2,1,2,0,0,1,0,0,6,0,3,0,0,1,1,0,4,1,1,4,0,1,2,1,1,1,0,0,0,0,0
GRPEL1,24,18,15,13,12,7,12,5,4,5,5,7,2,7,7,13,6,4,10,6,0,4,4,8,3,7,4,0,8,3,4,2,3,6,5,2,2,1,2,2,5,4,3,3,4,1,1,1,1,0,0,3,0,4,1,1
FLJ36777,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SORCS2,11,30,42,4,0,1,7,9,9,5,4,3,3,5,1,5,7,0,4,2,2,6,3,0,10,0,3,2,3,1,5,5,2,4,2,0,6,0,3,2,1,2,1,4,1,2,0,0,4,1,1,0,2,1,0,2
PSAPL1_p1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AFAP1-AS1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AFAP1,18,19,7,13,15,6,3,1,2,11,8,19,9,4,4,2,4,2,1,8,9,9,8,11,5,2,0,7,5,1,2,5,4,8,8,3,1,3,0,6,2,4,1,5,2,1,3,3,1,1,3,4,3,2,2,2
ABLIM2,9,6,4,8,7,2,0,0,1,4,0,0,0,2,2,0,0,1,0,1,3,1,1,1,2,0,0,0,4,0,1,2,0,0,3,0,0,0,0,1,0,0,0,0,0,1,2,0,1,0,0,0,0,1,0,1
SH3TC1,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HTRA3,32,2,5,1,38,1,1,0,0,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
ACOX3,2,5,11,4,4,0,3,0,1,3,1,3,0,5,1,1,3,0,1,1,1,3,0,1,0,2,0,1,0,0,0,1,3,1,0,1,1,3,3,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,1
TRMT44,2,2,7,3,2,3,2,1,2,1,0,0,0,2,2,1,3,0,1,2,0,2,2,1,4,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
HMX1,0,0,3,2,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USP17L10,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USP17L15,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
USP17L20_loc3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
USP17L29_loc1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USP17L25_loc5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
USP17L30_loc8,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DRD5,1,0,0,4,0,2,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0
SLC2A9,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
WDR1,41,29,22,12,32,4,7,8,8,8,3,3,1,29,5,4,5,3,9,7,4,3,3,4,2,16,5,2,3,3,3,2,10,6,5,3,8,8,2,0,0,3,5,3,5,0,1,2,3,4,1,1,3,3,0,2
ZNF518B,11,21,14,2,14,8,11,4,5,8,6,10,7,8,3,5,12,2,6,2,10,4,5,8,5,2,1,3,1,4,2,2,2,2,0,4,5,3,3,1,0,1,2,5,4,1,4,4,2,3,1,0,1,3,1,2
HS3ST1,0,0,0,0,1,1,1,0,0,2,1,0,0,2,1,0,1,0,0,0,0,0,1,0,4,0,1,0,0,0,1,0,0,3,0,0,0,1,0,0,0,1,0,0,2,1,1,0,1,0,0,0,0,0,1,0
RAB28,21,19,14,9,15,1,9,3,5,4,14,8,3,9,6,8,10,4,5,5,2,4,7,6,4,3,2,3,1,4,3,1,6,2,4,1,4,1,4,2,1,3,1,3,2,0,2,1,3,1,1,2,1,2,1,0
NKX3-2,8,0,0,0,12,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOD1L1,33,42,33,24,20,28,11,11,21,31,13,13,13,21,19,11,11,10,8,8,6,7,6,12,6,6,7,4,11,4,4,5,5,7,8,9,6,7,4,7,4,7,5,6,9,8,8,4,8,8,6,3,5,8,3,1
LINC01085,1,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
