,GW16:Neurons,GW26:GABAergic neurons,GW23:GABAergic neurons,GW16:Stem cells,GW26:Neurons,GW10:Neurons,GW23:Neurons,GW10:Stem cells,GW16:GABAergic neurons,GW19:Neurons,GW26:OPC,GW26:Astrocytes,GW12:Neurons,GW09:Stem cells,GW26:Microglia,GW09:Neurons,GW23:OPC,GW19:GABAergic neurons,GW13:Neurons,GW08:Neurons,GW16:OPC,GW12:Stem cells,GW16:Microglia,GW23:Microglia
ACVR1,116,76,21,37,11,13,5,19,13,6,7,13,3,6,4,5,5,0,6,0,1,2,3,0
ACVR1B,219,157,26,43,26,27,14,32,19,12,27,36,16,5,15,5,5,2,10,4,6,5,6,2
ACVR1C,20,33,13,1,7,2,4,3,1,4,2,3,4,0,0,0,1,0,0,0,1,1,0,1
ACVR2A,426,180,60,90,52,54,47,44,51,52,37,26,32,36,16,30,16,9,13,13,11,8,5,2
ACVR2B,252,151,47,53,33,36,15,53,28,15,16,28,18,22,15,14,5,3,1,3,8,6,7,2
ACVR2B-AS1,6,13,4,9,0,2,2,3,1,1,1,3,0,0,3,1,0,0,0,0,0,0,0,0
ACVRL1,5,5,9,2,0,2,3,1,0,0,2,2,0,0,1,0,2,1,0,0,1,0,0,0
ACY1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACY3,29,60,11,11,7,2,2,6,4,1,10,15,0,0,24,0,1,1,0,1,0,0,7,4
ACYP1,386,237,86,100,67,56,46,58,49,36,44,41,44,33,24,25,12,6,6,11,9,10,10,5
ACYP2,265,120,34,67,38,18,32,25,33,35,31,35,14,6,16,8,11,7,3,2,4,1,6,6
ADA,9,38,9,6,10,6,2,7,2,6,4,27,1,0,6,0,2,0,2,0,0,1,2,2
ADAD1,0,3,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ADAD2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAL,101,78,10,31,16,25,6,27,10,6,18,24,13,11,6,11,4,2,2,1,1,4,4,0
ADAM10,281,154,49,65,45,43,31,42,34,24,30,31,19,15,23,10,11,4,7,1,6,5,7,7
ADAM11,108,130,28,28,31,8,12,12,7,2,15,25,1,0,12,1,4,1,1,0,2,0,4,0
ADAM12,9,14,8,5,2,5,4,3,2,2,3,2,0,5,1,3,2,4,4,1,1,0,0,0
ADAM15,74,59,12,29,15,12,7,26,8,3,11,14,4,3,4,4,4,0,3,4,2,1,2,0
ADAM17,198,138,47,46,28,31,21,27,22,25,27,33,10,9,14,5,11,1,5,5,5,3,5,3
ADAM18,5,2,1,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ADAM19,124,65,27,27,13,14,8,12,16,7,8,7,10,4,5,5,5,3,3,2,0,0,1,0
ADAM1A,38,24,13,7,5,2,8,8,7,4,3,1,2,3,3,0,1,1,1,0,0,0,1,0
ADAM2,2,2,0,0,0,0,0,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
ADAM20,11,3,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
ADAM20P1,12,7,1,7,0,1,0,1,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ADAM21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ADAM21P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAM22,168,158,34,42,30,12,13,16,17,18,21,22,2,0,12,1,8,3,1,1,4,1,2,1
ADAM23,178,161,23,34,31,23,13,21,26,14,19,29,14,5,17,4,3,3,0,6,5,3,2,1
ADAM28,18,38,22,7,6,1,4,1,2,5,3,4,1,0,31,1,4,0,0,0,1,0,7,9
ADAM29,0,3,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ADAM30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAM32,4,7,1,3,0,1,0,1,2,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
ADAM33,29,32,6,6,7,4,0,7,3,2,5,8,0,0,3,0,2,0,0,0,1,0,0,1
ADAM3A,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAM5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAM6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAM7,0,0,1,0,0,1,0,2,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0
ADAM8,25,27,4,9,7,1,1,1,0,1,3,7,3,0,3,0,1,0,4,2,2,0,0,0
ADAM9,142,109,27,47,27,24,9,36,19,15,40,41,16,20,28,9,9,6,4,5,6,3,6,9
ADAMDEC1,1,1,0,0,2,1,0,2,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
ADAMTS1,4,3,1,1,2,2,2,4,1,1,2,0,4,3,0,3,2,0,8,2,1,0,0,0
ADAMTS10,125,133,35,29,24,18,17,22,18,14,13,24,7,2,16,6,9,2,0,4,2,1,5,2
ADAMTS12,7,2,0,3,0,0,0,2,1,2,3,2,0,0,2,0,0,1,0,0,0,0,0,0
ADAMTS13,80,66,7,18,12,6,5,7,5,2,11,16,6,0,6,1,2,1,0,0,3,2,0,2
ADAMTS14,42,19,0,4,0,0,0,1,1,0,1,4,0,0,1,0,1,0,0,0,0,0,0,0
ADAMTS15,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
ADAMTS16,10,11,1,1,0,0,0,3,1,1,0,1,0,0,2,0,0,1,0,0,0,0,0,0
ADAMTS17,80,49,12,17,11,13,4,13,4,2,10,9,3,2,8,5,1,0,0,1,3,4,2,1
ADAMTS18,2,7,3,1,0,0,1,0,0,3,2,2,0,1,1,0,2,0,1,0,0,0,0,0
ADAMTS19,13,12,4,3,2,2,2,1,3,3,1,4,0,2,0,3,1,0,0,0,1,0,0,0
ADAMTS19-AS1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ADAMTS2,0,11,1,0,1,0,0,3,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0
ADAMTS20,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
ADAMTS3,8,47,8,5,4,21,3,15,0,1,6,9,6,4,5,8,1,0,0,3,2,1,0,2
ADAMTS4,32,43,14,7,4,6,8,9,2,1,7,3,3,2,4,2,2,2,1,0,2,0,1,2
ADAMTS5,23,25,13,4,3,6,1,7,4,4,2,4,6,0,1,3,1,2,0,1,0,1,1,0
ADAMTS6,24,17,4,14,5,12,5,26,3,8,12,21,1,20,1,1,5,0,3,0,0,1,1,0
ADAMTS7,250,139,22,40,32,22,23,23,25,20,20,23,1,4,18,9,2,3,2,2,2,3,6,1
ADAMTS7P1,5,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ADAMTS8,4,30,8,1,5,3,2,3,1,1,3,6,1,0,4,1,0,0,0,0,0,0,0,0
ADAMTS9,38,75,12,6,5,7,1,16,3,2,10,18,0,15,9,4,1,3,0,0,1,0,1,0
ADAMTS9-AS1,16,10,4,6,4,1,0,1,2,0,2,3,0,0,0,0,1,2,0,0,0,0,1,0
ADAMTS9-AS2,2,1,0,2,0,0,0,3,0,0,2,0,2,1,0,2,0,0,0,0,0,1,0,0
ADAMTSL1,34,20,2,5,5,1,0,1,6,1,1,3,0,0,1,0,0,0,0,0,1,0,0,0
ADAMTSL2,16,42,14,5,8,2,4,2,3,1,2,5,0,0,15,0,2,0,0,0,1,0,3,7
ADAMTSL3,26,88,18,2,10,0,4,0,1,9,11,15,0,0,7,0,4,0,0,0,0,0,0,1
ADAMTSL4,3,7,2,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,4,0,0,0,1,1
ADAMTSL4-AS1,43,38,12,5,4,7,6,9,5,1,4,9,3,2,3,3,2,0,1,1,0,0,0,0
ADAMTSL5,2,4,0,0,0,0,1,0,0,0,1,2,0,0,1,0,0,1,0,0,0,0,0,0
ADAP1,50,124,36,15,23,5,9,4,5,2,12,21,2,0,11,0,3,0,0,0,1,0,2,4
ADAP2,37,42,13,12,8,5,4,6,2,0,6,6,2,0,34,1,1,1,4,2,3,0,8,9
ADAR,340,208,58,84,47,52,35,49,46,38,39,38,16,23,25,18,8,8,7,9,6,6,8,5
ADARB1,145,110,26,34,16,22,8,22,16,10,13,17,7,3,13,10,2,2,0,2,3,2,2,0
ADARB2,34,41,28,9,2,2,5,1,9,0,6,7,1,0,2,1,2,1,0,0,1,0,0,0
ADARB2-AS1,3,8,10,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
ADAT1,148,73,32,34,14,29,26,29,18,17,17,23,5,16,11,6,5,3,1,3,4,4,2,4
ADAT2,83,61,7,18,14,8,6,16,10,13,12,18,8,5,8,2,4,2,3,0,2,7,3,1
ADAT3,18,14,1,10,4,7,1,4,3,1,5,3,0,1,2,0,0,0,0,1,3,0,0,0
ADCK1,56,76,17,13,7,11,6,18,8,6,16,20,4,6,9,7,4,1,0,0,5,2,2,2
ADCK2,103,118,19,30,14,15,7,21,10,3,15,21,4,4,17,5,2,0,1,0,2,0,5,1
ADCK3,178,106,29,42,23,22,29,19,17,13,14,12,12,6,12,13,5,1,6,4,5,2,3,1
ADCK4,124,81,27,40,15,22,17,29,17,20,15,17,3,12,10,10,11,2,1,4,5,3,2,1
ADCK5,98,57,27,21,10,14,10,10,8,10,6,12,3,6,7,1,2,1,4,1,2,1,1,3
ADCY1,299,336,103,54,84,19,48,28,34,26,58,59,20,2,36,3,18,7,3,3,6,4,5,7
ADCY10,16,9,6,4,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
ADCY10P1,63,33,13,11,6,3,6,6,7,2,6,7,4,0,3,1,2,1,0,0,0,0,1,1
ADCY2,147,127,38,38,20,14,11,14,20,12,20,38,2,3,15,1,7,0,1,4,0,1,3,3
ADCY3,113,112,24,29,15,9,8,21,10,2,20,15,2,6,12,5,3,2,0,1,4,2,2,2
ADCY4,3,3,2,2,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
ADCY5,122,132,23,22,27,26,9,30,12,9,20,28,15,0,15,6,2,1,0,1,2,6,4,1
ADCY6,186,139,32,44,29,19,15,22,23,15,20,28,6,1,14,2,6,3,0,1,5,4,1,2
ADCY7,107,92,20,29,12,13,7,12,11,4,23,25,7,6,19,3,3,2,0,2,3,0,7,3
ADCY8,35,33,14,4,2,0,6,2,4,3,2,4,1,0,3,0,2,1,0,0,0,0,0,0
ADCY9,12,23,6,2,4,3,2,5,1,0,5,5,2,2,3,1,2,2,0,0,2,2,0,0
ADCYAP1,123,17,3,33,5,15,0,8,14,7,1,3,3,4,1,7,0,0,0,4,0,1,3,0
ADCYAP1R1,234,194,25,51,41,37,20,21,20,24,33,52,21,2,18,8,8,3,2,5,8,3,4,1
ADD1,462,285,109,108,72,71,56,64,61,55,58,57,37,34,30,22,16,12,11,12,12,10,9,8
ADD2,278,206,68,66,43,41,32,41,21,31,29,42,13,11,26,14,9,7,8,8,5,5,3,4
ADD3,173,123,47,57,37,48,28,46,19,21,46,54,31,20,9,18,16,7,2,4,3,5,3,4
ADD3-AS1,1,3,2,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
ADGB,0,5,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
ADGRA1,60,70,15,17,15,5,4,11,5,4,17,15,0,3,5,1,7,0,0,0,5,0,0,1
ADGRA1-AS1,2,9,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ADGRA2,15,9,6,1,1,2,1,2,1,4,1,1,0,2,1,0,0,0,0,0,0,0,0,0
ADGRA3,203,102,10,61,14,18,5,28,21,15,18,27,11,11,12,11,5,4,3,2,5,2,4,0
ADGRB1,109,182,30,19,36,8,8,10,15,6,28,45,1,0,21,3,7,2,0,3,2,0,3,2
ADGRB2,320,254,48,85,53,51,37,52,34,26,42,53,27,10,29,12,9,5,4,4,7,4,5,2
ADGRB3,293,205,54,65,50,41,33,45,33,24,39,49,31,12,10,18,11,5,6,5,3,4,3,3
ADGRD1,6,25,9,1,10,0,4,1,1,1,2,2,1,0,4,1,1,0,0,0,0,0,0,3
ADGRE1,3,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADGRE2,1,4,0,0,2,0,0,2,0,0,1,1,0,1,0,2,1,0,0,0,0,0,0,0
ADGRE3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADGRE4P,2,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ADGRE5,17,23,12,4,8,2,4,7,1,1,4,6,1,1,8,1,4,2,1,0,0,0,5,4
ADGRF1,3,3,3,0,0,0,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
ADGRF2,9,16,7,2,1,2,2,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0
ADGRF3,7,4,3,2,0,2,2,0,2,0,0,0,0,2,0,1,0,0,1,0,0,0,1,0
ADGRF4,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ADGRF5,11,12,7,1,1,1,1,7,0,1,0,2,1,0,0,0,2,0,0,0,0,0,1,0
ADGRG1,397,307,99,101,79,77,41,74,55,46,62,62,40,38,37,31,24,10,8,15,11,11,11,8
ADGRG2,10,29,7,0,2,0,1,3,0,0,3,4,0,0,2,0,0,0,0,0,0,0,1,0
ADGRG3,4,3,1,0,0,3,1,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
ADGRG4,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ADGRG5,2,3,0,1,0,0,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0
ADGRG6,78,39,8,29,9,0,6,0,9,10,5,10,0,1,5,1,2,2,2,0,2,1,2,1
ADGRG7,1,3,0,1,0,1,0,1,0,0,0,0,4,0,1,0,0,0,0,0,0,1,0,0
ADGRL1,335,263,72,82,60,54,34,55,42,36,43,39,22,14,29,17,12,5,2,5,9,5,10,7
ADGRL2,242,67,22,75,26,10,15,32,25,26,11,10,2,18,5,3,3,3,4,2,5,3,8,0
ADGRL3,284,227,50,71,47,15,29,7,39,32,43,38,4,1,18,6,10,5,3,7,7,0,6,2
ADGRL3-AS1,11,17,3,3,1,0,0,0,3,0,3,0,0,0,0,1,1,0,0,1,0,0,0,0
ADGRL4,2,5,6,3,0,4,3,5,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1
ADGRV1,232,87,20,77,33,20,22,43,20,17,21,29,3,17,9,7,4,6,2,2,6,1,5,1
ADH1A,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADH1B,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADH1C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADH4,22,8,4,2,1,1,2,3,1,1,2,2,2,1,1,0,1,0,0,0,0,0,0,0
ADH5,438,203,87,107,53,73,38,67,51,43,51,54,38,39,22,25,14,8,12,10,11,10,10,5
ADH6,6,10,2,5,1,0,1,3,5,2,0,2,0,1,0,0,0,1,0,0,0,0,0,0
ADH7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADHFE1,56,44,10,25,6,1,4,1,9,2,12,29,3,4,4,1,4,0,1,0,4,0,2,1
ADI1,281,171,58,80,31,43,33,44,36,21,34,44,18,16,22,16,13,9,12,10,8,4,7,5
ADIG,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADIPOQ,8,4,2,5,1,0,1,2,1,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0
ADIPOQ-AS1,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ADIPOR1,273,154,36,82,36,32,25,40,38,33,29,31,20,25,18,19,8,5,8,9,8,7,8,3
ADIPOR2,121,106,22,32,22,23,12,27,18,7,11,21,2,6,9,7,3,3,1,3,4,1,6,3
ADIRF,4,38,7,2,10,4,3,7,0,1,5,15,0,1,4,1,1,1,5,1,0,0,0,0
ADK,199,98,29,69,23,28,12,39,28,22,27,33,13,28,20,10,8,3,6,3,5,7,4,3
ADM,21,37,27,4,9,23,16,20,5,24,14,15,4,5,4,3,7,5,7,3,0,0,1,2
ADM2,23,10,4,10,4,4,1,7,2,2,0,1,1,2,1,2,0,0,0,0,0,1,0,1
ADM5,20,18,2,2,0,4,6,6,1,0,1,3,0,1,2,0,0,0,0,0,2,0,0,0
ADNP,452,249,83,104,68,59,55,65,56,57,41,43,32,24,25,20,13,8,10,9,11,8,8,5
ADNP-AS1,40,20,4,20,6,1,4,2,4,4,4,3,3,2,1,1,2,0,1,0,0,0,1,0
ADNP2,159,100,23,42,23,19,5,28,13,5,15,23,9,8,9,7,8,1,0,1,0,3,5,3
ADO,146,114,27,26,29,12,13,31,18,6,13,21,0,5,16,2,5,3,0,0,6,0,5,1
ADORA1,10,15,0,1,0,3,0,2,1,0,5,2,0,0,2,0,0,0,0,0,1,0,0,0
ADORA2A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADORA2A-AS1,10,5,5,6,0,2,1,2,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0
ADORA2B,34,61,8,14,13,1,6,3,5,3,19,36,2,1,2,1,3,3,1,0,1,1,2,1
ADORA3,8,35,9,2,6,0,1,3,2,1,3,5,2,0,28,1,0,0,0,1,0,0,8,7
ADPGK,177,113,33,58,19,11,15,21,22,19,19,15,14,17,22,10,5,5,5,1,6,3,9,5
ADPGK-AS1,5,6,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ADPRH,7,6,1,5,0,2,0,7,2,0,0,2,0,0,4,0,0,0,0,1,0,0,1,3
ADPRHL1,22,6,1,4,2,3,3,3,2,0,2,1,1,0,3,0,1,0,0,1,1,0,0,0
ADPRHL2,270,186,54,77,43,41,42,48,33,33,39,45,21,22,20,19,9,4,4,5,8,4,6,2
ADPRM,126,63,15,38,24,17,12,24,19,19,7,13,20,10,5,11,0,4,4,5,1,6,1,1
ADRA1A,11,7,1,1,1,0,2,1,0,1,1,2,0,0,1,5,1,0,0,0,1,0,1,0
ADRA1B,9,4,4,3,1,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0
ADRA1D,0,5,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ADRA2A,369,194,36,80,54,11,23,5,49,33,26,33,6,2,13,0,2,2,2,3,11,0,7,3
ADRA2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADRA2C,9,8,0,3,4,4,0,2,2,2,0,2,0,1,0,4,0,0,1,0,1,0,0,0
ADRB1,2,11,6,0,4,0,2,1,0,0,3,8,1,0,1,0,0,0,1,0,0,0,0,0
ADRB2,11,18,4,5,3,2,3,0,1,0,3,7,0,3,21,2,2,0,1,2,0,0,6,8
ADRB3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADRBK1,275,219,43,68,55,38,15,40,37,16,35,42,22,8,27,6,8,6,0,4,7,7,8,7
ADRBK2,351,248,84,76,56,50,38,57,37,34,42,50,26,26,28,20,11,9,6,7,9,5,7,5
ADRM1,417,214,90,104,57,64,57,65,53,49,46,50,44,32,31,26,14,7,14,12,12,10,7,4
ADSL,286,141,41,73,30,34,28,49,28,34,32,23,23,30,16,15,9,7,9,7,8,6,6,3
ADSS,198,117,40,51,23,25,19,35,27,20,19,24,10,13,15,10,8,1,3,4,2,3,6,3
ADSSL1,3,11,0,0,3,1,3,3,0,0,3,3,0,0,0,0,0,0,0,0,1,0,2,0
ADTRP,11,3,3,2,0,0,3,1,3,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0
AEBP1,72,71,10,29,11,6,6,22,6,8,17,24,1,3,3,4,3,1,0,1,2,0,0,2
AEBP2,159,116,43,55,29,23,24,32,19,17,27,22,14,22,4,14,6,2,3,5,1,6,2,2
AEN,57,16,2,16,3,4,3,14,5,3,4,4,1,7,2,2,4,1,2,0,0,2,0,1
AES,483,324,123,111,81,80,54,66,60,56,55,57,43,26,37,24,20,13,10,10,13,9,11,8
AFAP1,294,211,72,59,44,27,32,27,43,26,40,36,18,6,17,12,9,4,6,5,9,3,5,5
AFAP1-AS1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
AFAP1L1,2,5,5,0,0,0,2,0,0,0,1,3,1,1,0,0,1,0,0,0,0,0,0,0
AFAP1L2,13,36,9,3,6,1,0,0,2,2,22,6,1,0,1,1,6,1,0,0,8,0,0,0
AFF1,65,50,13,17,6,5,3,8,6,8,12,11,5,2,15,0,6,1,0,2,1,1,4,4
AFF2,125,94,17,32,19,12,6,14,16,5,8,13,6,1,7,11,2,1,0,2,4,0,2,2
AFF3,462,239,81,89,70,68,42,39,60,60,38,37,40,15,28,26,11,11,9,10,12,8,8,6
AFF4,314,189,68,84,39,54,43,46,35,35,39,38,24,19,20,20,15,6,4,10,7,8,9,4
AFG3L1P,197,98,31,51,17,16,15,32,29,11,17,22,4,20,10,13,3,3,3,5,6,2,4,5
AFG3L2,238,130,48,75,31,21,22,27,25,22,23,28,15,14,10,9,8,3,2,2,7,4,9,5
AFM,0,2,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
AFMID,115,85,30,32,21,27,14,29,16,15,13,20,12,12,8,15,4,1,1,6,4,2,3,1
AFP,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
AFTPH,227,141,50,49,36,34,20,32,25,25,25,23,14,8,15,10,11,9,2,2,5,6,6,3
AGA,54,57,10,34,13,9,6,13,3,4,15,23,2,11,11,5,2,0,2,2,1,3,3,3
AGAP1,348,198,61,81,47,42,20,32,49,15,44,40,25,12,20,9,9,5,2,6,8,5,7,4
AGAP1-IT1,2,0,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGAP11,5,21,8,2,7,6,5,8,0,6,5,6,4,2,2,2,1,0,0,1,0,2,0,0
AGAP2,86,183,51,18,40,10,8,14,11,6,28,31,0,0,19,3,6,1,1,1,1,0,2,2
AGAP2-AS1,59,13,3,11,4,6,6,6,8,6,4,3,2,1,4,1,2,0,2,0,0,0,2,0
AGAP3,326,250,62,75,65,45,21,46,40,20,39,47,18,16,27,18,9,3,4,2,5,5,6,5
AGAP4,67,38,20,17,5,8,7,17,7,9,8,5,2,6,4,6,4,1,2,1,0,3,1,1
AGAP5,81,69,27,30,12,11,11,17,7,5,12,12,6,5,5,6,1,0,3,4,3,6,1,3
AGAP6,191,102,29,52,24,28,12,32,23,18,15,28,11,14,7,11,8,1,3,3,6,3,1,4
AGAP7P,25,29,11,7,5,4,3,2,2,1,6,7,1,4,2,3,2,0,1,0,0,0,1,1
AGAP9,4,4,2,1,1,3,1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
AGBL1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGBL1-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGBL2,11,10,2,2,2,1,2,2,0,0,3,0,1,0,1,1,0,0,0,0,1,0,0,0
AGBL3,37,14,1,19,8,2,5,4,5,4,4,7,1,1,0,4,4,0,0,1,1,2,0,1
AGBL4,6,8,1,8,1,1,2,1,2,1,2,2,2,0,0,0,0,0,0,0,0,1,0,0
AGBL4-IT1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AGBL5,80,86,21,22,11,19,9,19,9,11,18,19,12,5,10,6,4,2,1,3,3,6,2,1
AGBL5-AS1,3,0,0,0,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
AGER,54,38,8,19,8,4,8,25,3,1,2,7,3,5,3,5,1,0,2,0,2,1,3,0
AGFG1,222,160,48,51,25,25,17,26,31,15,33,28,10,11,18,11,6,4,3,2,7,2,6,2
AGFG2,22,9,7,2,1,1,4,12,3,2,3,7,0,0,2,1,0,0,1,0,2,0,1,2
AGGF1,257,167,62,78,33,33,26,40,30,27,32,31,13,19,18,10,7,6,2,7,7,7,5,5
AGK,200,114,48,49,19,22,21,29,24,17,15,36,22,14,19,9,7,6,4,4,6,6,7,5
AGL,178,154,28,38,28,19,11,26,20,16,24,31,18,6,17,6,4,4,3,1,2,0,3,3
AGMAT,73,56,12,19,4,12,4,13,7,2,5,9,4,2,9,4,1,1,1,0,0,0,3,3
AGMO,22,23,13,6,1,7,3,5,1,2,1,6,1,2,2,0,2,0,0,1,1,0,0,1
AGO1,174,104,28,61,19,28,17,45,18,11,17,13,9,23,9,9,4,1,2,3,3,3,3,0
AGO2,60,67,19,13,9,6,9,9,7,3,9,12,7,5,3,3,2,0,1,0,2,1,1,1
AGO3,84,27,13,25,1,4,3,17,5,3,7,12,0,9,7,7,2,0,1,0,1,1,1,2
AGO4,273,172,44,69,38,25,25,32,26,26,31,31,9,9,24,14,8,6,1,5,7,1,8,5
AGPAT1,219,147,35,49,27,45,19,31,25,25,23,30,23,17,12,11,10,5,9,8,6,4,3,2
AGPAT2,8,11,2,2,4,4,0,7,0,4,3,1,3,4,6,2,0,1,1,3,0,1,2,1
AGPAT3,191,184,38,47,23,16,14,18,23,20,36,35,5,2,23,6,3,4,1,1,9,0,5,5
AGPAT4,266,217,53,66,44,46,27,47,30,18,35,37,13,21,23,18,9,4,4,2,3,4,6,3
AGPAT4-IT1,140,136,38,36,23,19,15,25,18,18,15,17,11,8,10,8,6,2,2,6,6,3,2,1
AGPAT5,324,181,45,87,41,37,20,52,31,25,32,40,19,15,21,7,7,8,3,3,7,6,5,7
AGPAT6,308,196,65,85,48,52,37,52,38,30,34,43,22,21,20,12,13,5,9,10,8,5,6,5
AGPAT9,3,2,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1,1,0,0,0,0,0,0
AGPS,192,103,31,39,26,27,10,20,16,9,24,31,14,10,17,10,6,1,2,0,7,3,2,5
AGR2,3,4,0,0,0,2,2,1,0,0,0,0,0,0,1,1,1,0,2,0,0,0,1,0
AGR3,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AGRN,208,197,43,53,39,36,12,51,29,18,31,42,7,8,18,8,8,2,3,4,6,1,4,3
AGRP,1,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AGT,2,107,12,0,26,0,5,1,0,4,15,50,2,0,13,0,3,1,1,0,0,0,0,1
AGTPBP1,247,195,66,58,39,39,24,46,32,23,29,30,31,13,16,13,8,3,9,6,5,4,5,3
AGTR1,0,2,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AGTR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
